"UPM","VIV_SEL","P1_1","P1_2","P1_3","P1_3A","P1_4","P1_5","P1_6","P1_7","P1_7A","P1_8","P1_9","P1_10","P1_11","P1_12_1","P1_12_2","P1_12_3","P1_12_4","P1_12_5","P1_12_6","P1_12_7","P2_1","P2_2","P2_3","ENT","MENOR10","TLOC","EST_DIS","UPM_DIS","FAC_VIV"
"0003009","11","2","1","02","03","1","1","2","1","1","1","1","1","2","2","2","1","1","2","2","2","02","1","","25","1","3","339","0003009",656
"0003009","12","2","1","02","05","1","1","2","1","1","2","1","1","2","2","2","1","1","1","1","1","04","1","","25","1","3","339","0003009",656
"0003009","13","2","1","02","04","1","1","2","1","1","2","1","1","2","2","1","1","1","1","1","1","03","1","","25","1","3","339","0003009",656
"0003009","14","2","1","01","02","2","1","2","1","3","5","1","1","2","2","1","1","1","1","1","1","02","1","","25","1","3","339","0003009",656
"0003009","15","2","1","02","03","1","1","2","1","1","1","1","2","2","1","2","2","1","1","1","1","06","1","","25","1","3","339","0003009",656
"0003009","16","2","1","01","02","1","1","2","1","1","2","1","1","2","2","1","1","1","1","1","2","03","1","","25","1","3","339","0003009",656
"0003009","17","3","1","01","02","1","1","2","1","1","1","1","1","2","2","2","1","1","2","1","1","02","1","","25","1","3","339","0003009",656
"0003009","18","1","1","01","02","2","1","1","1","2","1","1","1","2","2","1","1","1","1","2","1","02","1","","25","1","3","339","0003009",656
"0003009","19","2","1","02","03","2","1","2","1","2","2","1","1","2","2","1","1","1","1","1","1","05","1","","25","1","3","339","0003009",656
"0003009","20","2","1","02","03","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","05","1","","25","1","3","339","0003009",656
"0003010","01","3","1","01","03","1","1","2","1","1","1","1","1","2","2","2","1","2","2","2","1","01","1","","25","1","3","339","0003010",712
"0003010","02","3","1","02","05","1","1","2","1","1","1","1","1","2","2","2","1","2","2","1","2","02","1","","25","1","3","339","0003010",712
"0003010","03","2","1","02","04","1","1","2","1","1","1","1","1","2","2","2","1","1","2","2","1","02","1","","25","1","3","339","0003010",712
"0003010","04","2","1","03","04","1","1","2","1","1","1","1","1","2","2","2","1","1","2","2","1","04","1","","25","1","3","339","0003010",712
"0003010","05","2","1","03","04","2","1","2","1","2","2","1","1","2","2","2","2","2","2","1","2","02","1","","25","1","3","339","0003010",712
"0003010","06","3","1","02","03","1","1","2","1","1","1","1","1","2","2","2","1","1","2","1","1","01","1","","25","1","3","339","0003010",712
"0003010","07","3","1","03","04","1","1","2","1","1","1","1","1","2","2","2","1","1","2","1","1","01","1","","25","1","3","339","0003010",712
"0003010","08","3","1","04","05","1","1","1","1","1","1","1","1","2","2","2","1","2","2","2","1","06","1","","25","1","3","339","0003010",712
"0003010","09","2","1","02","03","1","1","1","1","1","1","1","1","1","2","1","1","2","2","1","1","06","1","","25","1","3","339","0003010",712
"0003010","10","3","1","01","04","1","1","2","1","1","1","1","1","5","2","2","2","2","2","1","1","02","1","","25","1","3","339","0003010",712
"0003010","11","3","1","03","05","1","3","2","1","1","1","1","1","2","2","2","1","2","2","1","2","03","1","","25","1","3","339","0003010",712
"0003010","12","2","2","01","02","1","3","2","1","1","1","1","1","2","2","1","1","2","2","1","1","04","1","","25","1","3","339","0003010",712
"0003010","13","3","1","03","06","1","3","2","1","1","1","1","1","2","2","2","1","2","2","1","1","04","1","","25","1","3","339","0003010",712
"0003010","14","3","1","03","04","2","1","2","1","1","1","1","1","2","2","1","1","1","1","1","1","04","1","","25","1","3","339","0003010",712
"0003010","15","3","1","02","02","1","1","1","1","1","1","1","1","2","2","2","2","1","2","2","1","02","1","","25","1","3","339","0003010",712
"0003010","16","2","1","03","05","1","1","2","1","1","1","1","1","2","2","2","1","1","1","2","2","04","1","","25","1","3","339","0003010",712
"0003010","17","2","1","02","05","1","1","2","1","1","1","1","1","2","2","2","1","2","1","2","1","03","1","","25","1","3","339","0003010",712
"0003010","18","3","1","03","07","1","1","2","1","1","1","1","1","2","2","2","1","2","2","1","2","03","1","","25","1","3","339","0003010",712
"0003010","19","2","1","02","03","1","1","2","1","1","1","1","1","2","2","2","1","2","2","2","1","03","1","","25","1","3","339","0003010",712
"0003010","20","2","1","02","03","1","1","2","1","1","1","1","1","2","2","2","1","2","2","1","1","04","1","","25","1","3","339","0003010",712
"0003011","01","3","1","03","05","1","1","2","1","1","1","1","1","2","2","2","1","1","2","1","2","05","1","","25","1","4","341","0003011",874
"0003011","02","2","1","03","04","1","1","2","1","1","2","1","1","2","2","2","1","1","1","1","1","04","1","","25","1","4","341","0003011",874
"0003011","03","3","1","04","05","1","1","2","1","1","1","1","1","2","2","2","1","1","2","1","2","05","1","","25","1","4","341","0003011",874
"0003011","04","3","1","02","04","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","2","02","1","","25","1","4","341","0003011",874
"0003011","05","2","2","02","03","4","","","1","2","1","1","1","2","2","1","1","1","1","2","1","04","1","","25","1","4","341","0003011",874
"0003011","06","2","1","01","05","1","1","2","1","1","1","1","1","2","2","2","1","1","2","1","1","01","1","","25","1","4","341","0003011",874
"0003011","07","3","1","02","04","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","02","1","","25","1","4","341","0003011",874
"0003011","08","3","1","02","08","1","1","2","1","1","1","1","1","2","2","2","1","1","2","1","2","01","1","","25","1","4","341","0003011",874
"0003011","09","3","1","01","06","1","1","2","1","1","1","1","1","2","2","2","1","1","2","1","2","02","1","","25","1","4","341","0003011",874
"0003011","10","2","1","03","05","1","1","2","1","1","2","1","1","2","2","2","1","1","2","1","1","06","1","","25","1","4","341","0003011",874
"0003011","11","2","1","01","01","2","1","2","2","","5","1","1","2","2","1","1","1","1","2","1","04","1","","25","1","4","341","0003011",874
"0003011","12","3","1","03","06","1","1","2","1","1","1","1","1","2","2","2","1","1","1","2","1","04","1","","25","1","4","341","0003011",874
"0003011","13","3","1","01","04","1","1","2","1","1","1","1","1","2","2","2","1","1","2","2","1","02","1","","25","1","4","341","0003011",874
"0003011","14","3","1","01","06","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","02","1","","25","1","4","341","0003011",874
"0003011","15","3","1","02","04","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","04","1","","25","1","4","341","0003011",874
"0003011","16","3","1","03","08","1","1","2","1","1","1","1","1","2","2","2","1","1","2","1","1","08","1","","25","1","4","341","0003011",874
"0003011","18","2","2","02","03","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","04","1","","25","1","4","341","0003011",874
"0003011","19","3","1","03","08","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","2","03","1","","25","1","4","341","0003011",874
"0003011","20","2","1","03","04","2","1","2","1","1","2","1","1","1","2","1","1","1","2","1","1","07","1","","25","1","4","341","0003011",874
"0003012","01","3","1","02","07","1","1","2","1","1","1","1","1","2","2","2","2","2","2","2","1","03","1","","25","1","4","341","0003012",892
"0003012","02","2","1","02","03","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","04","1","","25","1","4","341","0003012",892
"0003012","03","2","1","02","04","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","03","1","","25","1","4","341","0003012",892
"0003012","04","3","1","02","04","1","1","1","1","1","1","1","1","2","2","2","1","1","1","1","1","02","1","","25","1","4","341","0003012",892
"0003012","05","3","1","02","05","1","1","2","1","1","1","1","1","2","2","2","1","2","1","1","1","04","1","","25","1","4","341","0003012",892
"0003012","06","2","1","02","03","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","01","1","","25","1","4","341","0003012",892
"0003012","07","3","1","02","03","1","1","1","1","1","1","1","1","2","2","2","1","1","1","1","1","05","1","","25","1","4","341","0003012",892
"0003012","08","3","1","03","04","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","02","1","","25","1","4","341","0003012",892
"0003012","09","2","1","02","03","1","1","2","1","2","1","1","1","2","2","2","1","1","1","1","1","06","1","","25","1","4","341","0003012",892
"0003012","10","2","2","02","04","1","1","1","1","1","1","1","2","2","2","1","1","1","1","1","1","03","1","","25","1","4","341","0003012",892
"0003012","11","2","1","01","02","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","01","1","","25","1","4","341","0003012",892
"0003012","12","2","1","03","04","1","1","1","1","1","1","1","1","2","2","2","1","1","1","1","1","06","1","","25","1","4","341","0003012",892
"0003012","13","3","1","02","04","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","03","1","","25","1","4","341","0003012",892
"0003012","14","2","1","01","02","1","1","1","1","1","1","1","1","2","2","2","1","1","1","1","1","02","1","","25","1","4","341","0003012",892
"0003012","15","3","1","02","04","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","2","03","1","","25","1","4","341","0003012",892
"0003012","16","2","1","02","03","1","1","2","1","2","1","1","2","3","2","1","1","1","1","2","1","04","1","","25","1","4","341","0003012",892
"0003012","17","2","2","01","01","1","1","2","1","2","3","1","1","4","1","2","1","1","1","1","1","03","1","","25","1","4","341","0003012",892
"0003012","18","2","1","02","05","2","1","1","1","1","1","1","1","3","2","1","1","1","1","1","1","06","1","","25","1","4","341","0003012",892
"0003012","19","2","1","02","04","1","1","2","1","1","1","1","1","3","2","2","1","1","1","1","1","02","1","","25","1","4","341","0003012",892
"0003012","20","2","2","01","01","1","1","2","2","","5","1","2","3","2","1","1","1","1","2","1","04","1","","25","1","4","341","0003012",892
"0003013","01","2","1","02","04","1","1","2","1","1","1","1","1","2","2","2","1","1","1","2","1","04","1","","25","1","4","341","0003013",883
"0003013","02","2","1","03","05","1","1","1","1","1","1","1","1","2","2","2","2","1","2","2","2","07","1","","25","1","4","341","0003013",883
"0003013","03","1","2","01","01","2","1","2","1","2","1","1","2","2","2","1","1","1","1","1","1","09","2","05","25","1","4","341","0003013",883
"0003013","04","2","1","02","02","2","1","1","1","2","1","1","1","1","1","2","1","1","1","1","1","04","1","","25","1","4","341","0003013",883
"0003013","05","3","1","03","05","1","1","1","1","1","1","1","1","2","2","2","1","1","1","2","1","11","1","","25","1","4","341","0003013",883
"0003013","07","3","1","03","04","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","04","1","","25","1","4","341","0003013",883
"0003013","08","2","2","01","01","2","1","2","1","1","1","1","1","2","2","1","1","1","1","1","1","02","1","","25","1","4","341","0003013",883
"0003013","09","2","1","01","04","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","02","1","","25","1","4","341","0003013",883
"0003013","10","2","1","01","02","1","1","2","1","1","1","1","1","2","2","1","1","1","1","2","1","04","1","","25","1","4","341","0003013",883
"0003013","11","2","1","02","03","1","1","2","1","1","1","1","2","1","2","1","1","1","1","2","1","03","1","","25","1","4","341","0003013",883
"0003013","12","3","1","03","05","1","1","2","1","2","1","1","1","2","2","2","1","1","2","1","1","06","1","","25","1","4","341","0003013",883
"0003013","13","2","1","01","02","1","1","1","1","2","1","1","1","2","2","2","1","1","1","2","1","01","1","","25","1","4","341","0003013",883
"0003013","14","3","1","01","04","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","02","1","","25","1","4","341","0003013",883
"0003013","15","3","1","03","06","1","1","2","1","1","1","1","1","2","2","2","1","1","2","1","2","05","1","","25","1","4","341","0003013",883
"0003013","16","2","1","02","03","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","04","1","","25","1","4","341","0003013",883
"0003013","17","1","1","02","03","1","1","1","1","3","2","1","2","2","2","2","1","1","2","2","1","03","1","","25","1","4","341","0003013",883
"0003013","18","2","1","01","03","1","1","2","1","1","1","1","1","2","2","1","1","1","1","1","1","01","1","","25","1","4","341","0003013",883
"0003013","19","3","1","03","06","1","1","2","1","1","1","1","1","2","2","2","2","1","2","2","1","05","1","","25","1","4","341","0003013",883
"0003013","20","2","1","02","03","1","1","2","1","1","1","1","2","2","2","1","1","1","1","1","1","03","1","","25","1","4","341","0003013",883
"0003014","01","2","1","02","03","1","1","2","1","1","2","1","1","2","2","2","1","1","2","1","1","05","1","","25","1","4","340","0003014",995
"0003014","02","3","1","03","04","1","1","2","1","1","1","1","1","2","2","2","1","1","2","1","1","04","1","","25","1","4","340","0003014",995
"0003014","03","3","2","02","04","1","1","2","2","","5","1","2","3","2","1","1","1","1","1","1","04","1","","25","1","4","340","0003014",995
"0003014","04","2","1","02","03","1","1","2","1","1","2","1","1","2","2","2","1","2","1","1","2","04","1","","25","1","4","340","0003014",995
"0003014","05","2","1","02","06","1","1","2","1","1","1","1","1","2","2","2","1","1","2","2","1","05","1","","25","1","4","340","0003014",995
"0003014","06","2","1","02","04","1","1","2","1","1","1","1","1","3","2","2","1","1","1","1","1","02","1","","25","1","4","340","0003014",995
"0003014","07","2","1","02","05","1","1","2","1","1","1","1","1","2","2","2","2","1","2","1","2","05","1","","25","1","4","340","0003014",995
"0003014","08","2","1","02","03","1","1","2","1","3","1","1","1","2","2","2","1","1","1","2","1","07","1","","25","1","4","340","0003014",995
"0003014","09","3","1","02","04","1","1","2","1","1","1","1","1","3","2","2","1","1","1","2","1","07","2","02","25","1","4","340","0003014",995
"0003014","10","2","1","03","05","1","1","2","1","1","1","1","1","3","2","2","1","1","1","2","1","04","1","","25","1","4","340","0003014",995
"0003014","11","2","2","01","01","2","1","2","1","3","2","1","1","3","1","1","1","1","1","1","1","03","1","","25","1","4","340","0003014",995
"0003014","12","2","1","03","03","2","1","2","1","3","2","1","1","2","2","1","1","1","1","1","1","03","1","","25","1","4","340","0003014",995
"0003014","13","2","1","02","03","1","1","2","1","3","2","1","1","2","2","2","1","1","1","2","1","03","1","","25","1","4","340","0003014",995
"0003014","14","2","1","03","05","1","1","2","1","1","1","1","1","2","2","2","1","1","2","1","1","07","1","","25","1","4","340","0003014",995
"0003014","15","2","1","04","05","2","3","2","1","3","5","1","2","2","2","1","1","1","1","1","1","13","1","","25","1","4","340","0003014",995
"0003014","16","2","1","02","05","1","1","1","1","1","1","1","1","2","2","2","1","1","2","1","1","04","1","","25","1","4","340","0003014",995
"0003014","17","2","1","03","05","3","","","1","1","2","1","1","2","2","2","1","1","2","1","1","07","1","","25","1","4","340","0003014",995
"0003014","18","2","1","02","05","1","1","2","1","2","2","1","1","2","2","2","1","1","2","1","1","05","1","","25","1","4","340","0003014",995
"0003014","19","2","1","02","03","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","02","1","","25","1","4","340","0003014",995
"0003014","20","2","1","01","02","2","1","1","1","1","2","1","1","2","2","1","1","1","2","1","1","03","1","","25","1","4","340","0003014",995
"0003015","01","2","2","03","03","2","1","2","1","1","2","1","2","3","2","1","1","1","2","2","1","04","1","","25","1","4","340","0003015",972
"0003015","02","3","1","02","03","1","1","2","1","1","2","1","2","3","2","1","1","1","2","2","1","04","1","","25","1","4","340","0003015",972
"0003015","03","2","2","03","03","2","1","2","1","1","2","1","2","3","2","1","1","1","2","2","1","03","1","","25","1","4","340","0003015",972
"0003015","04","2","1","01","03","2","1","2","1","1","2","1","2","3","2","2","1","1","1","2","1","02","1","","25","1","4","340","0003015",972
"0003015","05","1","2","01","02","2","1","2","2","","5","1","2","3","2","1","1","1","1","2","1","04","1","","25","1","4","340","0003015",972
"0003015","06","2","1","02","03","2","1","2","1","1","2","1","2","3","2","1","1","1","2","2","1","02","1","","25","1","4","340","0003015",972
"0003015","07","2","2","02","02","2","1","2","2","","2","1","1","2","2","1","1","1","1","2","1","01","1","","25","1","4","340","0003015",972
"0003015","08","2","1","02","03","2","1","1","1","2","2","1","2","2","2","1","1","1","1","1","1","09","1","","25","1","4","340","0003015",972
"0003015","09","2","2","02","02","6","","","1","1","2","2","1","2","2","1","1","1","1","1","1","05","1","","25","1","4","340","0003015",972
"0003015","10","2","2","02","03","2","1","2","1","2","2","1","2","2","2","1","1","1","1","1","1","05","1","","25","1","4","340","0003015",972
"0003015","11","2","1","01","02","2","1","2","1","1","2","1","1","2","2","2","1","1","1","1","1","02","1","","25","1","4","340","0003015",972
"0003015","12","2","1","02","03","2","1","2","1","1","2","1","2","2","2","2","1","1","1","1","1","03","1","","25","1","4","340","0003015",972
"0003015","13","2","1","03","04","2","1","2","1","3","2","1","2","2","2","2","1","1","1","1","1","02","1","","25","1","4","340","0003015",972
"0003015","14","2","1","01","02","2","1","2","1","1","1","1","1","2","2","1","1","1","1","1","2","02","1","","25","1","4","340","0003015",972
"0003015","15","2","1","01","02","2","1","2","1","1","2","1","1","2","2","2","1","1","1","2","1","02","1","","25","1","4","340","0003015",972
"0003015","16","3","1","02","04","1","1","2","1","1","2","1","1","2","2","2","1","2","2","1","1","03","1","","25","1","4","340","0003015",972
"0003015","17","2","1","03","04","1","1","2","1","1","2","1","2","3","2","1","1","1","1","1","1","07","1","","25","1","4","340","0003015",972
"0003015","18","2","1","02","03","1","1","2","1","2","2","1","2","2","2","1","1","2","2","2","1","01","1","","25","1","4","340","0003015",972
"0003015","19","2","2","03","03","1","1","2","1","1","1","1","2","2","2","1","2","1","2","1","1","07","1","","25","1","4","340","0003015",972
"0003015","20","2","1","02","04","2","1","1","1","1","2","1","1","3","2","2","1","1","1","1","1","04","1","","25","1","4","340","0003015",972
"0003015","21","1","1","01","02","2","1","2","1","2","2","1","2","3","2","1","1","1","1","2","1","05","1","","25","1","4","340","0003015",972
"0003015","22","2","1","02","03","1","1","2","1","1","2","1","1","3","1","2","1","1","1","1","1","02","1","","25","1","4","340","0003015",972
"0003016","01","2","1","01","02","1","1","2","1","1","1","1","1","2","2","1","1","2","2","1","1","04","1","","25","1","4","341","0003016",1006
"0003016","02","3","1","03","05","1","1","2","1","1","1","1","1","2","2","2","1","1","2","1","1","05","1","","25","1","4","341","0003016",1006
"0003016","03","2","2","01","01","4","","","2","","5","1","2","3","1","1","1","1","1","1","1","01","1","","25","1","4","341","0003016",1006
"0003016","04","2","1","02","03","1","1","2","1","1","1","1","2","3","2","2","1","1","1","1","1","03","1","","25","1","4","341","0003016",1006
"0003016","05","2","1","01","02","6","","","1","1","1","1","1","3","2","1","1","2","1","2","1","04","1","","25","1","4","341","0003016",1006
"0003016","06","2","1","01","01","1","1","2","1","1","1","1","1","2","1","1","1","1","1","1","1","02","1","","25","1","4","341","0003016",1006
"0003016","07","3","1","03","06","1","1","2","1","1","1","1","1","2","2","2","1","1","2","1","1","04","1","","25","1","4","341","0003016",1006
"0003016","08","2","1","01","02","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","06","1","","25","1","4","341","0003016",1006
"0003016","09","2","1","02","04","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","04","1","","25","1","4","341","0003016",1006
"0003016","10","3","1","03","04","1","1","2","1","1","1","1","1","2","2","2","1","2","1","1","1","01","1","","25","1","4","341","0003016",1006
"0003016","11","2","1","03","04","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","03","1","","25","1","4","341","0003016",1006
"0003016","12","2","1","02","03","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","04","1","","25","1","4","341","0003016",1006
"0003016","13","2","1","03","04","1","1","2","1","1","1","1","1","2","2","2","1","1","2","1","1","04","1","","25","1","4","341","0003016",1006
"0003016","14","2","1","01","02","1","1","2","1","1","1","1","1","2","2","1","1","1","1","1","1","04","1","","25","1","4","341","0003016",1006
"0003016","15","2","1","02","03","1","1","2","1","1","1","1","1","2","2","2","1","1","1","2","1","06","1","","25","1","4","341","0003016",1006
"0003016","17","2","1","02","02","1","1","2","1","1","1","1","1","3","2","1","1","1","1","2","1","07","1","","25","1","4","341","0003016",1006
"0003016","18","2","1","03","04","1","1","2","1","1","1","1","1","3","2","2","1","1","2","1","1","04","1","","25","1","4","341","0003016",1006
"0003016","19","3","1","01","02","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","04","1","","25","1","4","341","0003016",1006
"0003016","20","2","1","01","02","1","1","2","1","1","1","1","1","2","2","1","1","1","1","1","1","06","1","","25","1","4","341","0003016",1006
"0003017","01","2","1","02","03","1","1","2","1","1","1","1","1","2","2","2","1","2","1","1","1","03","1","","25","1","4","341","0003017",924
"0003017","02","2","1","03","05","1","1","2","1","1","1","1","1","2","2","2","1","1","2","2","2","06","1","","25","1","4","341","0003017",924
"0003017","03","3","1","01","02","1","1","2","1","1","1","1","1","2","2","2","1","2","1","1","1","05","1","","25","1","4","341","0003017",924
"0003017","04","3","1","02","03","1","1","2","1","1","1","1","1","2","2","2","1","1","1","1","1","03","1","","25","1","4","341","0003017",924
"0003017","05","2","1","01","02","1","1","2","1","1","1","1","1","2","2","1","1","1","1","1","1","04","1","","25","1","4","341","0003017",924
"0003017","06","2","1","04","06","1","1","2","1","1","1","1","1","2","2","2","1","1","2","1","1","10","1","","25","1","4","341","0003017",924
"0003017","07","2","1","02","03","2","1","2","1","1","1","1","1","2","2","1","1","1","1","1","1","03","1","","25","1","4","341","0003017",924
"0003017","08","2","1","02","03","1","1","2","1","1","1","1","1","3","2","2","1","1","1","1","1","05","1","","25","1","4","341","0003017",924
"0003017","09","2","1","02","05","1","1","2","1","1","1","1","1","3","2","2","1","1","1","2","1","03","1","","25","1","4","341","0003017",924
"0003017","10","2","1","01","06","1","1","2","1","1","1","1","1","2","2","2","1","2","1","1","1","02","1","","25","1","4","341","0003017",924
"0003017","11","2","1","02","03","1","1","2","1","1","1","1","1","3","2","1","1","1","1","1","1","06","2","02","25","1","4","341","0003017",924
"0003017","13","3","1","03","05","1","1","2","1","1","1","1","1","2","2","2","1","2","2","1","1","06","1","","25","1","4","341","0003017",924
"0003017","14","2","1","02","03","1","1","2","1","1","1","1","1","2","2","2","1","1","2","1","1","01","1","","25","1","4","341","0003017",924
"0003017","15","2","1","02","04","1","1","2","1","1","1","1","1","3","2","2","1","1","1","1","1","02","1","","25","1","4","341","0003017",924
"0003017","16","3","1","03","06","1","1","2","1","1","1","1","1","2","2","2","1","1","1","2","1","03","1","","25","1","4","341","0003017",924
"0003017","17","2","1","02","03","1","1","2","1","1","1","1","1","2","2","2","1","1","1","2","1","02","1","","25","1","4","341","0003017",924
"0003017","18","2","1","02","03","1","1","2","1","1","1","1","1","2","2","2","1","1","2","1","1","01","1","","25","1","4","341","0003017",924
"0003017","19","3","1","03","06","1","1","2","1","1","1","1","1","2","2","2","1","2","1","1","1","03","1","","25","1","4","341","0003017",924
"0003018","01","2","1","02","04","2","5","1","1","2","2","1","2","3","2","1","1","2","1","2","1","07","1","","25","1","4","340","0003018",828
"0003018","02","3","1","03","05","2","1","2","1","1","2","1","1","3","2","2","1","2","2","2","1","04","1","","25","1","4","340","0003018",828
"0003018","03","2","1","02","04","2","4","1","1","1","2","1","1","3","2","2","1","1","2","1","1","02","1","","25","1","4","340","0003018",828
"0003018","04","2","1","01","04","1","4","1","1","1","2","1","1","3","2","2","1","2","2","2","1","01","1","","25","1","4","340","0003018",828
"0003018","05","2","2","02","03","1","4","1","1","1","2","1","2","3","2","1","1","2","2","2","1","04","1","","25","1","4","340","0003018",828
"0003018","06","3","1","02","04","6","","","1","1","2","1","1","3","2","2","1","2","2","1","2","07","1","","25","1","4","340","0003018",828
"0003018","07","2","1","02","05","1","4","2","1","1","2","1","1","3","2","1","1","1","2","1","1","03","1","","25","1","4","340","0003018",828
"0003018","08","2","1","01","03","1","4","1","1","1","2","1","1","3","2","2","1","1","1","2","1","02","1","","25","1","4","340","0003018",828
"0003018","09","2","1","02","04","2","5","1","1","2","2","1","2","3","2","2","1","1","1","2","1","02","1","","25","1","4","340","0003018",828
"0003018","10","3","1","03","06","1","6","1","1","2","2","1","2","6","2","2","1","1","2","2","1","05","1","","25","1","4","340","0003018",828
"0003018","11","3","1","01","05","2","1","1","1","2","2","1","2","5","2","1","1","1","1","2","1","04","1","","25","1","4","340","0003018",828
"0003018","12","3","1","02","05","2","1","1","1","2","2","1","1","3","2","2","1","1","1","2","1","03","1","","25","1","4","340","0003018",828
"0003018","13","2","1","03","05","1","1","1","1","2","2","1","2","3","2","2","1","1","2","2","1","03","1","","25","1","4","340","0003018",828
"0003018","14","2","2","01","04","2","1","1","2","","5","1","2","3","2","1","1","1","1","2","1","05","1","","25","1","4","340","0003018",828
"0003018","15","2","2","01","03","2","1","1","1","2","2","1","2","6","2","1","1","1","1","2","1","02","1","","25","1","4","340","0003018",828
"0003018","16","2","1","02","04","2","1","1","1","2","2","1","1","7","2","2","1","2","2","2","1","04","1","","25","1","4","340","0003018",828
"0003018","17","2","1","02","03","2","1","1","1","2","2","1","2","3","2","1","1","1","1","2","1","05","1","","25","1","4","340","0003018",828
"0003018","18","2","1","02","03","2","1","1","1","2","2","1","2","6","2","1","1","2","1","2","1","03","1","","25","1","4","340","0003018",828
"0003018","19","2","2","03","04","6","","","1","1","2","1","2","3","2","1","1","2","2","2","1","06","1","","25","1","4","340","0003018",828
"0003018","20","3","1","02","04","6","","","1","1","2","1","1","3","2","2","1","2","2","1","2","03","1","","25","1","4","340","0003018",828
"0003019","01","2","1","02","03","1","1","2","1","2","2","1","1","3","2","1","1","1","1","1","1","03","1","","25","1","4","340","0003019",938
"0003019","02","2","1","03","04","1","4","1","1","1","2","1","1","7","2","1","1","1","2","1","1","02","1","","25","1","4","340","0003019",938
"0003019","03","2","1","04","05","1","1","1","1","2","2","1","2","3","2","1","1","1","1","1","1","11","1","","25","1","4","340","0003019",938
"0003019","04","2","1","02","02","1","4","1","2","","5","1","2","7","2","1","1","1","1","2","1","09","1","","25","1","4","340","0003019",938
"0003019","05","2","1","02","05","1","1","1","1","1","2","1","1","6","2","2","1","1","2","1","1","02","1","","25","1","4","340","0003019",938
"0003019","06","2","1","01","02","2","1","1","1","1","2","1","1","7","2","1","1","1","1","2","1","03","1","","25","1","4","340","0003019",938
"0003019","07","2","1","02","05","2","1","1","1","1","2","1","1","2","2","2","1","1","1","2","1","02","1","","25","1","4","340","0003019",938
"0003019","08","2","1","02","03","1","1","1","1","1","2","1","2","3","2","1","1","1","1","2","1","01","1","","25","1","4","340","0003019",938
"0003019","09","2","1","02","04","1","1","2","1","1","1","1","1","3","2","1","1","1","2","1","1","07","1","","25","1","4","340","0003019",938
"0003019","10","2","1","02","03","1","1","1","1","1","2","1","1","2","2","1","1","1","1","1","1","05","1","","25","1","4","340","0003019",938
"0003019","11","2","1","01","03","6","","","1","2","2","1","1","3","2","2","1","1","1","1","1","03","1","","25","1","4","340","0003019",938
"0003019","12","2","1","02","03","5","","","2","","5","1","1","3","2","2","1","1","1","1","1","04","1","","25","1","4","340","0003019",938
"0003019","13","2","2","01","01","6","","","1","3","2","1","1","2","2","1","1","1","1","1","1","03","1","","25","1","4","340","0003019",938
"0003019","14","3","1","01","02","6","","","1","2","2","1","1","3","2","1","1","1","1","1","1","04","1","","25","1","4","340","0003019",938
"0003019","15","3","1","02","03","6","","","1","1","2","1","1","3","2","2","1","2","2","2","1","03","1","","25","1","4","340","0003019",938
"0003019","16","2","2","01","02","6","","","1","2","2","1","1","3","2","1","1","2","2","1","1","04","1","","25","1","4","340","0003019",938
"0003019","17","2","1","03","03","6","","","1","2","2","1","2","2","2","1","1","1","1","1","1","07","1","","25","1","4","340","0003019",938
"0003019","18","2","1","03","03","6","","","1","2","2","1","2","2","2","1","1","2","2","1","1","06","1","","25","1","4","340","0003019",938
"0003019","19","2","1","02","03","6","","","1","2","2","1","1","2","2","1","1","1","1","1","1","02","1","","25","1","4","340","0003019",938
"0003019","20","1","2","01","02","6","","","1","2","2","1","1","3","2","1","1","2","2","1","1","04","1","","25","1","4","340","0003019",938
"0003019","21","2","1","01","05","6","","","1","2","2","1","1","3","2","1","1","1","1","1","1","02","1","","25","1","4","340","0003019",938
"0003020","01","2","1","01","02","2","1","1","1","2","2","1","2","2","2","2","1","1","1","1","1","01","1","","25","1","4","340","0003020",702
