"UPM","VIV_SEL","P1_1","P1_2","P1_3","P1_3A","P1_4","P1_5","P1_6","P1_7","P1_7A","P1_8","P1_9","P1_10","P1_11","P1_12_1","P1_12_2","P1_12_3","P1_12_4","P1_12_5","P1_12_6","P1_12_7","P2_1","P2_2","P2_3","ENT","MENOR10","TLOC","EST_DIS","UPM_DIS","FAC_VIV"
"0000001","01","3","1","01","04","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","1","01","1","","01","2","1","002","0000001",393
"0000001","02","3","1","04","05","1","1","2","1","1","1","1","1","1","2","2","1","1","2","2","2","04","1","","01","2","1","002","0000001",393
"0000001","03","3","1","03","05","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","1","03","1","","01","2","1","002","0000001",393
"0000001","04","2","1","02","04","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","04","1","","01","2","1","002","0000001",393
"0000001","05","3","1","02","06","1","1","1","1","1","1","1","1","1","2","2","2","2","2","1","2","05","1","","01","2","1","002","0000001",393
"0000002","01","3","1","02","06","1","1","1","1","1","1","1","1","1","2","2","2","2","2","1","2","03","1","","01","2","1","002","0000002",413
"0000002","02","3","1","02","04","1","1","2","1","1","1","1","1","1","2","2","2","2","2","2","2","02","1","","01","2","1","002","0000002",413
"0000002","03","3","1","02","04","1","1","1","1","1","1","1","1","1","2","2","2","2","2","1","1","03","1","","01","2","1","002","0000002",413
"0000002","04","2","1","01","02","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","1","01","1","","01","2","1","002","0000002",413
"0000002","05","3","1","01","02","1","1","1","1","1","1","1","1","1","2","2","1","1","2","1","1","02","1","","01","2","1","002","0000002",413
"0000003","01","3","1","03","04","1","3","1","1","1","1","1","1","1","1","2","2","2","2","1","2","03","1","","01","2","1","001","0000003",323
"0000003","02","3","1","02","04","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","03","1","","01","2","1","001","0000003",323
"0000003","03","3","1","03","06","1","5","1","1","1","1","1","1","1","2","2","1","2","2","1","2","04","1","","01","2","1","001","0000003",323
"0000003","04","2","2","02","03","1","1","1","1","1","1","1","1","1","2","1","1","1","2","1","1","04","1","","01","2","1","001","0000003",323
"0000003","05","3","1","02","05","1","3","1","1","1","1","1","1","1","1","2","1","1","2","1","1","02","1","","01","2","1","001","0000003",323
"0000004","02","2","2","01","01","1","1","2","1","1","1","1","1","1","2","1","1","1","2","1","1","04","1","","01","2","1","002","0000004",446
"0000005","01","2","1","01","01","1","5","1","1","1","1","1","1","1","2","1","1","1","2","1","1","03","1","","01","2","1","002","0000005",375
"0000005","03","3","1","05","08","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","05","1","","01","2","1","002","0000005",375
"0000005","04","2","1","01","03","1","1","2","1","1","1","1","1","1","2","1","1","1","2","1","1","04","1","","01","2","1","002","0000005",375
"0000005","05","3","1","01","04","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","01","1","","01","2","1","002","0000005",375
"0000006","01","3","1","02","05","1","4","1","1","1","1","1","1","1","2","2","1","1","2","1","1","05","1","","01","2","1","002","0000006",375
"0000006","02","3","1","02","06","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","03","1","","01","2","1","002","0000006",375
"0000006","03","2","1","01","02","1","5","1","1","1","1","1","1","1","2","2","2","1","1","1","1","02","1","","01","2","1","002","0000006",375
"0000006","04","3","1","01","01","1","4","2","1","1","1","1","4","1","2","2","1","1","2","1","1","01","1","","01","2","1","002","0000006",375
"0000006","05","2","1","04","05","1","1","1","1","2","1","1","1","1","2","1","1","1","2","1","1","07","2","02","01","2","1","002","0000006",375
"0000007","01","3","1","01","03","1","1","2","1","2","1","1","1","1","2","2","2","2","2","2","1","02","1","","01","2","1","001","0000007",311
"0000007","02","3","1","03","05","1","1","1","1","2","1","1","1","1","2","2","1","1","2","1","2","07","1","","01","2","1","001","0000007",311
"0000007","03","2","1","01","02","1","1","2","1","1","1","1","1","1","2","1","1","1","1","1","1","01","1","","01","2","1","001","0000007",311
"0000007","04","2","1","02","03","1","1","2","1","1","1","1","1","1","2","1","1","1","1","1","1","05","1","","01","2","1","001","0000007",311
"0000007","05","2","1","03","05","1","1","2","1","2","1","1","1","1","2","2","1","1","1","1","1","05","1","","01","2","1","001","0000007",311
"0000008","01","2","1","03","05","1","1","2","1","1","1","1","1","1","2","2","2","2","2","2","2","02","1","","01","2","1","002","0000008",412
"0000008","02","2","1","02","03","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","2","02","1","","01","2","1","002","0000008",412
"0000008","03","3","1","02","04","1","4","1","1","1","1","1","1","1","2","2","1","1","1","1","1","06","1","","01","2","1","002","0000008",412
"0000008","04","3","1","01","02","1","1","2","1","1","1","1","1","1","2","1","1","1","1","1","1","02","1","","01","2","1","002","0000008",412
"0000008","05","3","1","02","05","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","01","1","","01","2","1","002","0000008",412
"0000009","01","3","1","03","04","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","04","1","","01","2","1","001","0000009",321
"0000009","02","2","1","01","02","1","1","1","1","1","1","1","1","1","2","2","1","1","2","1","1","03","1","","01","2","1","001","0000009",321
"0000009","03","2","2","02","03","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","05","1","","01","2","1","001","0000009",321
"0000009","04","3","1","03","06","1","1","2","1","1","1","1","1","1","2","2","2","2","2","1","2","01","1","","01","2","1","001","0000009",321
"0000009","05","3","1","02","04","1","1","1","1","1","1","1","1","1","2","2","2","2","2","1","1","04","1","","01","2","1","001","0000009",321
"0000010","02","2","1","01","03","1","5","1","1","2","1","1","5","1","2","1","1","1","2","1","1","01","1","","01","2","1","001","0000010",273
"0000010","03","2","1","03","05","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","1","03","1","","01","2","1","001","0000010",273
"0000010","04","3","1","03","06","1","1","2","1","1","1","1","1","1","1","2","1","2","2","1","2","03","1","","01","2","1","001","0000010",273
"0000010","05","3","1","03","05","1","1","1","1","1","1","1","1","1","1","2","1","2","2","1","2","04","1","","01","2","1","001","0000010",273
"0000011","03","3","1","02","04","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","03","1","","01","2","1","002","0000011",362
"0000011","05","3","1","01","05","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","02","1","","01","2","1","002","0000011",362
"0000012","01","3","1","03","08","1","1","2","1","1","1","1","1","1","2","2","2","2","2","1","2","03","1","","01","2","1","002","0000012",401
"0000012","02","2","1","02","04","1","4","1","1","1","1","1","1","1","1","2","1","2","2","1","2","03","1","","01","2","1","002","0000012",401
"0000012","03","3","1","03","05","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","05","1","","01","2","1","002","0000012",401
"0000012","04","3","1","03","06","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","05","1","","01","2","1","002","0000012",401
"0000012","05","2","1","02","07","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","2","03","1","","01","2","1","002","0000012",401
"0000013","01","3","1","03","05","1","1","1","1","1","1","1","1","1","2","2","1","1","2","1","1","04","1","","01","2","1","002","0000013",330
"0000013","03","3","1","03","05","1","1","2","1","1","1","1","1","1","2","2","2","2","2","1","2","06","1","","01","2","1","002","0000013",330
"0000013","04","3","1","05","07","1","3","2","1","1","1","1","1","1","2","2","1","1","2","1","1","07","1","","01","2","1","002","0000013",330
"0000013","05","3","1","01","05","1","1","2","1","1","1","1","1","1","2","2","1","1","2","2","2","01","1","","01","2","1","002","0000013",330
"0000014","01","3","1","02","06","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","02","1","","01","2","1","002","0000014",286
"0000014","02","3","1","03","05","1","1","1","1","1","1","1","1","1","2","2","2","2","2","1","2","05","1","","01","2","1","002","0000014",286
"0000014","03","3","1","03","07","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","03","1","","01","2","1","002","0000014",286
"0000014","04","3","1","02","05","1","3","2","1","1","1","1","1","1","2","2","1","1","2","2","2","03","1","","01","2","1","002","0000014",286
"0000015","01","3","1","04","07","1","1","2","1","1","1","1","1","1","2","2","2","2","2","2","2","03","1","","01","2","1","003","0000015",395
"0000015","02","3","1","04","05","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","2","10","2","02","01","2","1","003","0000015",395
"0000015","03","3","1","02","05","1","3","1","1","1","1","1","1","1","2","2","2","2","2","1","2","03","1","","01","2","1","003","0000015",395
"0000015","04","3","1","01","05","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","01","1","","01","2","1","003","0000015",395
"0000015","05","3","1","05","08","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","04","1","","01","2","1","003","0000015",395
"0000016","02","3","1","01","09","1","1","2","1","1","1","1","1","1","1","2","2","2","2","1","2","02","1","","01","2","1","002","0000016",386
"0000016","03","3","1","01","04","1","1","1","1","1","1","1","1","1","2","2","2","2","2","1","2","02","1","","01","2","1","002","0000016",386
"0000016","04","3","1","02","06","1","1","2","1","1","1","1","1","1","2","2","1","1","2","2","1","01","1","","01","2","1","002","0000016",386
"0000017","01","3","1","03","06","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","03","1","","01","2","1","002","0000017",381
"0000017","02","3","1","01","03","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","1","04","1","","01","2","1","002","0000017",381
"0000017","03","3","1","02","04","1","3","1","1","1","1","1","1","1","2","2","1","1","2","1","1","04","1","","01","2","1","002","0000017",381
"0000017","04","3","1","02","05","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","03","1","","01","2","1","002","0000017",381
"0000017","05","2","1","01","05","1","1","2","1","2","1","1","1","1","2","2","1","1","2","1","1","02","1","","01","2","1","002","0000017",381
"0000018","02","2","1","01","05","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","2","01","1","","01","2","1","002","0000018",376
"0000018","03","3","1","02","05","1","1","2","1","1","1","1","1","1","2","2","2","1","1","1","2","03","1","","01","2","1","002","0000018",376
"0000018","04","3","1","01","06","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","02","1","","01","2","1","002","0000018",376
"0000018","05","3","1","01","03","4","","","1","2","1","1","1","1","2","1","1","1","2","1","1","02","1","","01","2","1","002","0000018",376
"0000019","02","2","1","02","06","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","02","1","","01","2","1","002","0000019",336
"0000019","03","2","1","01","04","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","01","1","","01","2","1","002","0000019",336
"0000019","04","3","1","02","06","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","02","1","","01","2","1","002","0000019",336
"0000019","05","3","1","04","09","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","2","05","1","","01","2","1","002","0000019",336
"0000020","02","3","1","03","04","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","01","1","","01","2","1","002","0000020",425
"0000020","03","3","1","02","03","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","01","1","","01","2","1","002","0000020",425
"0000020","05","3","1","03","05","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","06","1","","01","2","1","002","0000020",425
"0000021","01","3","1","02","03","1","1","2","1","1","1","1","1","1","2","2","2","2","2","2","2","02","1","","01","2","1","003","0000021",358
"0000021","04","3","1","04","07","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","03","1","","01","2","1","003","0000021",358
"0000021","05","3","1","03","05","1","1","2","1","1","1","1","1","1","1","2","1","2","2","1","2","04","1","","01","2","1","003","0000021",358
"0000022","02","2","1","03","04","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","04","1","","01","2","1","001","0000022",317
"0000022","03","3","1","03","07","1","1","1","1","1","1","1","1","1","2","2","1","1","2","1","2","04","1","","01","2","1","001","0000022",317
"0000022","04","2","1","01","03","1","3","1","1","1","1","1","1","1","1","2","1","2","1","1","1","01","1","","01","2","1","001","0000022",317
"0000022","05","3","1","02","04","1","1","1","1","1","1","1","1","1","2","2","1","1","2","1","1","04","1","","01","2","1","001","0000022",317
"0000023","01","3","1","01","03","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","01","1","","01","2","1","002","0000023",392
"0000023","02","3","1","03","05","1","1","1","1","1","1","1","1","1","2","2","2","2","2","1","2","06","1","","01","2","1","002","0000023",392
"0000023","03","3","1","01","05","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","01","1","","01","2","1","002","0000023",392
"0000023","04","3","1","02","04","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","03","1","","01","2","1","002","0000023",392
"0000023","05","3","1","03","07","1","1","1","1","1","1","1","1","1","1","2","1","2","2","1","2","03","1","","01","2","1","002","0000023",392
"0000024","01","3","1","02","05","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","02","1","","01","2","1","003","0000024",400
"0000024","02","3","1","02","06","1","1","1","1","1","1","1","1","1","2","2","2","2","2","1","2","02","1","","01","2","1","003","0000024",400
"0000024","03","3","1","04","06","1","1","1","1","1","1","1","1","1","2","2","2","2","2","1","2","02","1","","01","2","1","003","0000024",400
"0000024","04","3","1","02","04","1","1","1","1","1","1","1","1","1","2","2","2","2","2","1","2","03","1","","01","2","1","003","0000024",400
"0000025","02","3","1","02","05","1","1","2","1","1","1","1","1","1","2","2","2","2","2","1","2","03","1","","01","2","1","002","0000025",401
"0000025","03","3","1","02","05","1","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","02","1","","01","2","1","002","0000025",401
"0000025","04","3","1","03","05","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","03","1","","01","2","1","002","0000025",401
"0000025","05","3","1","02","04","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","02","1","","01","2","1","002","0000025",401
"0000026","01","3","1","02","03","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","1","01","1","","01","2","1","002","0000026",442
"0000026","02","3","1","02","03","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","02","1","","01","2","1","002","0000026",442
"0000026","05","3","1","02","04","1","1","2","1","1","1","1","1","1","2","2","1","2","2","2","2","02","1","","01","2","1","002","0000026",442
"0000027","01","3","1","02","04","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","1","04","1","","01","2","1","002","0000027",391
"0000027","02","3","1","02","03","1","1","1","1","2","1","1","1","1","2","2","1","1","1","1","1","04","1","","01","2","1","002","0000027",391
"0000027","03","2","1","02","04","1","5","1","1","1","1","1","1","1","2","2","1","1","2","1","1","01","1","","01","2","1","002","0000027",391
"0000027","04","3","1","02","04","1","1","1","1","1","1","1","1","1","2","2","1","1","2","1","2","02","1","","01","2","1","002","0000027",391
"0000027","05","3","1","02","04","1","1","2","1","1","1","1","1","1","2","2","2","1","1","1","2","02","1","","01","2","1","002","0000027",391
"0000028","01","3","1","02","05","1","1","2","1","1","1","1","1","1","1","2","1","1","1","1","1","02","1","","01","2","1","002","0000028",390
"0000028","02","3","1","05","06","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","2","04","1","","01","2","1","002","0000028",390
"0000028","03","2","2","01","02","1","1","2","1","1","1","1","4","1","2","1","1","2","2","2","1","03","1","","01","2","1","002","0000028",390
"0000028","04","3","1","04","05","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","06","1","","01","2","1","002","0000028",390
"0000028","05","3","1","05","05","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","1","07","2","02","01","2","1","002","0000028",390
"0000029","01","2","1","02","03","1","1","2","1","1","1","1","1","1","1","2","1","2","2","1","2","01","1","","01","2","1","002","0000029",376
"0000029","02","2","1","03","04","1","1","1","1","1","1","1","1","1","2","2","1","1","2","1","2","03","1","","01","2","1","002","0000029",376
"0000029","03","3","1","02","04","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","2","02","1","","01","2","1","002","0000029",376
"0000029","05","3","1","03","07","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","04","1","","01","2","1","002","0000029",376
"0000030","01","3","1","01","02","1","1","1","1","1","1","1","1","1","2","1","1","1","2","1","2","02","1","","01","2","1","002","0000030",389
"0000030","05","3","1","02","03","1","2","2","1","1","1","1","1","2","2","2","2","1","1","1","2","01","1","","01","2","1","002","0000030",389
"0000031","01","2","1","03","05","1","1","2","1","2","1","1","1","1","2","2","1","1","1","1","1","01","1","","01","2","1","001","0000031",374
"0000031","03","3","1","04","04","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","05","1","","01","2","1","001","0000031",374
"0000031","04","2","1","01","01","1","1","1","1","2","1","1","1","1","2","1","1","1","1","1","1","02","1","","01","2","1","001","0000031",374
"0000031","05","3","1","02","03","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","01","1","","01","2","1","001","0000031",374
"0000032","01","3","1","03","04","1","1","2","1","1","1","1","1","1","2","2","2","2","2","2","2","05","1","","01","2","1","003","0000032",411
"0000032","03","3","1","03","04","1","1","1","1","1","1","1","1","1","2","2","2","2","2","1","2","04","1","","01","2","1","003","0000032",411
"0000032","04","3","1","02","03","1","1","2","1","1","1","1","1","1","2","2","2","1","2","2","2","03","1","","01","2","1","003","0000032",411
"0000032","05","3","1","05","05","1","1","2","1","1","1","1","1","1","2","2","2","2","2","1","2","05","1","","01","2","1","003","0000032",411
"0000033","01","2","1","01","02","1","3","1","1","1","1","1","1","1","2","2","1","1","1","1","1","02","1","","01","2","1","001","0000033",379
"0000033","02","3","1","02","04","1","1","2","1","1","1","1","1","1","2","2","2","1","2","1","1","04","1","","01","2","1","001","0000033",379
"0000033","03","3","1","02","03","1","1","2","1","1","1","1","1","1","1","2","1","1","2","1","2","01","1","","01","2","1","001","0000033",379
"0000033","04","3","1","04","05","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","06","1","","01","2","1","001","0000033",379
"0000033","05","2","1","02","03","4","","","1","2","1","1","1","1","2","1","1","1","1","1","1","03","1","","01","2","1","001","0000033",379
"0000034","01","3","1","02","05","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","2","02","1","","01","2","1","001","0000034",363
"0000034","02","3","1","03","04","1","1","2","1","1","1","1","1","1","2","2","1","1","1","2","1","05","1","","01","2","1","001","0000034",363
"0000034","03","2","1","02","04","1","1","2","1","1","1","1","1","1","2","1","2","1","2","1","1","01","1","","01","2","1","001","0000034",363
"0000034","04","3","1","03","06","1","1","2","1","1","1","1","1","1","2","2","2","2","2","2","2","07","1","","01","2","1","001","0000034",363
"0000034","05","3","1","02","04","1","1","2","1","1","1","1","1","1","2","2","2","1","1","1","1","03","1","","01","2","1","001","0000034",363
"0000035","01","3","1","03","05","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","1","07","1","","01","2","1","001","0000035",396
"0000035","02","2","1","04","06","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","08","1","","01","2","1","001","0000035",396
"0000035","03","2","1","03","05","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","1","05","1","","01","2","1","001","0000035",396
"0000035","04","2","1","03","05","1","1","1","1","2","1","1","1","1","2","1","1","2","2","1","2","05","1","","01","2","1","001","0000035",396
"0000035","05","3","1","01","03","1","1","2","1","1","1","1","1","1","2","2","1","2","2","2","2","03","1","","01","2","1","001","0000035",396
"0000036","01","2","1","02","04","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","02","1","","01","2","1","001","0000036",389
"0000036","02","2","1","02","04","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","05","1","","01","2","1","001","0000036",389
"0000036","03","2","1","03","03","1","1","2","1","2","1","1","1","1","2","1","1","1","1","1","2","02","1","","01","2","1","001","0000036",389
"0000036","04","2","1","05","05","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","11","1","","01","2","1","001","0000036",389
"0000036","05","2","1","02","04","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","04","1","","01","2","1","001","0000036",389
"0000037","01","3","1","01","03","1","1","1","1","1","1","1","5","1","2","2","1","1","1","1","1","01","1","","01","2","1","002","0000037",388
"0000037","02","2","1","02","04","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","2","02","1","","01","2","1","002","0000037",388
"0000037","03","3","1","04","07","1","1","1","1","1","1","1","1","1","2","2","2","2","2","1","2","04","1","","01","2","1","002","0000037",388
"0000037","05","3","1","03","05","1","1","1","1","1","1","1","1","1","2","2","1","1","2","1","2","05","1","","01","2","1","002","0000037",388
"0000038","01","3","1","03","08","1","1","1","1","1","1","1","1","1","2","2","2","2","2","1","2","04","1","","01","2","1","001","0000038",358
"0000038","02","2","1","04","05","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","05","2","02","01","2","1","001","0000038",358
"0000038","03","3","1","02","04","1","3","1","1","1","1","1","1","1","2","2","2","2","2","1","2","05","1","","01","2","1","001","0000038",358
"0000038","04","3","1","02","07","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","02","1","","01","2","1","001","0000038",358
"0000038","05","3","1","01","06","1","1","1","1","1","1","1","1","1","2","2","2","2","2","1","2","01","1","","01","2","1","001","0000038",358
"0000039","01","3","1","03","04","1","1","2","1","1","1","1","1","1","1","2","2","2","2","1","2","03","1","","01","2","1","003","0000039",387
"0000039","02","3","1","02","04","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","02","1","","01","2","1","003","0000039",387
"0000039","03","3","1","03","05","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","04","1","","01","2","1","003","0000039",387
"0000039","04","3","1","04","08","1","1","2","1","1","1","1","1","1","2","2","2","2","2","1","2","05","1","","01","2","1","003","0000039",387
"0000039","05","3","1","03","06","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","04","1","","01","2","1","003","0000039",387
"0000040","01","3","1","04","08","1","5","1","1","1","1","1","1","1","2","2","1","2","2","1","1","07","1","","01","2","1","002","0000040",426
"0000040","02","3","1","02","04","1","1","1","1","1","1","1","1","1","2","2","1","1","2","1","2","03","1","","01","2","1","002","0000040",426
"0000040","03","3","1","03","05","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","06","1","","01","2","1","002","0000040",426
"0000040","04","3","1","01","05","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","01","1","","01","2","1","002","0000040",426
"0000040","05","3","1","03","05","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","05","1","","01","2","1","002","0000040",426
"0000041","01","3","1","03","05","1","1","2","1","1","1","1","1","1","2","2","2","2","2","1","2","02","1","","01","2","1","002","0000041",408
"0000041","02","3","1","01","04","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","01","1","","01","2","1","002","0000041",408
"0000041","04","3","1","02","05","1","3","1","1","1","1","1","1","1","2","2","1","1","2","1","1","03","1","","01","2","1","002","0000041",408
"0000041","05","3","1","01","04","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","2","03","1","","01","2","1","002","0000041",408
"0000042","01","3","1","03","05","1","1","1","1","1","1","1","1","1","2","2","2","1","2","1","2","03","1","","01","2","1","002","0000042",421
"0000042","02","2","1","03","05","1","1","1","1","1","1","1","1","1","2","2","1","1","2","1","2","05","1","","01","2","1","002","0000042",421
"0000042","03","3","1","03","05","1","1","1","1","1","1","1","1","1","2","2","1","1","2","1","1","05","1","","01","2","1","002","0000042",421
"0000042","04","3","1","03","05","1","1","1","1","1","1","1","1","1","1","2","1","2","2","1","2","04","1","","01","2","1","002","0000042",421
"0000042","05","3","1","03","05","1","1","1","1","1","1","1","1","1","2","2","1","1","2","1","2","05","1","","01","2","1","002","0000042",421
"0000043","01","3","1","02","04","1","1","1","1","1","1","1","1","1","2","1","1","2","2","1","2","04","1","","01","2","1","002","0000043",406
"0000043","02","3","1","03","05","1","1","1","1","1","1","1","1","1","2","2","1","1","2","1","2","06","1","","01","2","1","002","0000043",406
"0000043","04","3","1","02","05","1","1","1","1","1","1","1","1","1","1","2","2","2","2","1","2","03","1","","01","2","1","002","0000043",406
"0000043","05","3","1","03","05","1","1","1","1","1","1","1","1","1","1","2","1","1","2","1","2","07","1","","01","2","1","002","0000043",406
"0000044","01","3","2","03","03","1","1","2","1","1","1","1","1","1","1","2","2","2","2","1","2","04","1","","01","2","1","002","0000044",421
"0000044","02","3","2","03","03","1","3","1","1","1","1","1","1","1","2","2","1","2","2","1","2","06","1","","01","2","1","002","0000044",421
"0000044","03","3","1","03","04","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","02","1","","01","2","1","002","0000044",421
"0000044","04","3","1","03","04","1","1","1","1","1","1","1","1","1","2","2","2","2","2","1","2","04","1","","01","2","1","002","0000044",421
"0000044","05","3","1","03","04","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","2","03","1","","01","2","1","002","0000044",421
"0000045","01","3","1","02","03","1","1","2","1","1","1","1","1","1","1","2","1","2","2","1","2","02","1","","01","2","1","002","0000045",361
"0000045","02","3","1","02","05","1","1","2","1","1","1","1","1","1","2","2","2","2","2","1","2","02","1","","01","2","1","002","0000045",361
"0000045","03","3","1","03","04","1","1","1","1","1","1","1","1","1","2","2","1","2","2","1","2","05","1","","01","2","1","002","0000045",361
"0000045","04","3","1","03","04","1","1","2","1","1","1","1","1","1","2","2","2","2","2","1","2","04","1","","01","2","1","002","0000045",361
"0000045","05","3","1","02","04","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","04","1","","01","2","1","002","0000045",361
"0000046","01","3","1","01","03","1","6","1","1","1","1","1","1","1","2","2","2","2","2","1","2","02","1","","01","2","1","002","0000046",423
"0000046","03","3","1","03","05","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","02","1","","01","2","1","002","0000046",423
"0000046","04","3","1","02","04","1","5","1","1","1","1","1","1","1","2","2","1","1","2","1","2","02","1","","01","2","1","002","0000046",423
"0000046","05","3","1","03","04","1","3","1","1","1","1","1","1","1","2","2","1","2","2","1","2","03","1","","01","2","1","002","0000046",423
"0000047","02","3","1","03","05","1","1","1","1","1","1","1","1","1","2","2","1","2","2","2","2","01","1","","01","2","1","002","0000047",433
"0000047","04","3","1","01","03","2","1","2","1","1","1","1","4","1","1","2","2","2","2","1","2","01","1","","01","2","1","002","0000047",433
"0000047","05","3","1","02","05","1","1","2","1","1","1","1","1","1","2","2","2","2","2","1","2","04","1","","01","2","1","002","0000047",433
"0000048","01","3","1","02","05","1","1","2","1","1","1","1","1","1","1","2","1","2","2","1","2","06","1","","01","2","1","002","0000048",386
"0000048","02","3","1","02","04","1","1","1","1","1","1","1","1","1","2","2","2","2","2","1","2","02","1","","01","2","1","002","0000048",386
"0000048","03","2","1","03","05","1","1","2","1","1","1","1","1","1","2","2","1","1","1","1","1","03","1","","01","2","1","002","0000048",386
"0000048","04","3","1","02","04","1","1","1","1","2","1","1","1","1","2","2","1","1","1","1","1","02","1","","01","2","1","002","0000048",386
"0000048","05","3","1","03","05","1","1","2","1","1","1","1","1","1","2","1","1","1","2","1","1","06","1","","01","2","1","002","0000048",386
"0000049","01","2","1","04","06","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","1","04","1","","01","2","1","001","0000049",346
"0000049","02","2","1","02","05","1","1","2","1","2","1","1","1","1","2","1","1","1","1","1","1","09","1","","01","2","1","001","0000049",346
"0000049","03","2","1","02","02","2","1","1","1","2","1","1","4","1","2","1","1","1","2","1","1","02","1","","01","2","1","001","0000049",346
"0000049","05","3","1","03","08","1","1","2","1","1","1","1","1","1","2","2","1","1","2","1","2","04","1","","01","2","1","001","0000049",346
"0000050","01","1","1","03","05","1","1","2","1","1","1","1","1","1","2","2","1","2","2","1","2","04","1","","01","2","1","003","0000050",364
